shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,explanation,correct,correctCategory,reviewerComment
ИН-00999,"Трубки медные для иномарок д. 3,5м",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01000,"Трубки медные для иномарок д.4,0м",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00206,Скоба трубки будки Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00220,Скоба будки Газель (длинная),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00444,Тяга поперечная УАЗ-Хантер регулир.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00239,Втулки клапанов 2101-08 (Тольятти),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00041,Упор стекла,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00188,Кольца под центрифугу ЗИЛ-130,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
РДГ-00200,Скоба замка будки Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00021,Тяга поперечная ЗИЛ-Бычок,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00219,Мотор печки 2108 в сборе,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
КР-00319,Комплект задней обшивки 2108,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00112,Валик коробки 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00145,Подушки коробки 2140,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00533,Скобы и винты для иномарок,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
К-00050,Набор шайб крышки клапанов ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00330,Комплект задней обшивки 2108,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00331,Комплект задней обшивки 21099,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00277,"Механизм замка дв. Г-2705, 3302 Б+ лев. н/о",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00217,Тяги реактивные 2101-07 Тольятти (завод),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00772,Втулки балансира КАМАЗ бронза,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01081,"Втулка продольной штанги УАЗ-Хантер, Пат",,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
ХСГ-01283,"Втулка КАМАЗ балансира бронза Р1 (87,5 мм)",,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
ХСГ-01284,"Втулка КАМАЗ балансира бронза Р2 (87,0 мм)",,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
КР-00313,Заглушка ручки сиденья 2108,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
КР-00192,Замок задний 2109 в сборе,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00280,Рем.к-т системы выхлопа УАЗ-469,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00170,Замок сред. дв. дополн. верхний Г-3302 N,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00408,К-т стоек передних 2110 SAKS (за 2 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01116,Втулка башмака балансира МАЗ-938,,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
РДГ-00219,Скоба будки Газель (средняя),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00374,Опора SM 23018,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00557,"Подушка двиг.NMN16RH,NM B15F",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
А-00971,Отбойник пер.панели Газель н/о,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
Г-00347,Патрубок (инжектор крив.) 5320 КАМАЗ,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
Г-00348,Патрубок (инжектор прям.) 5511 КАМАЗ,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
ДВ-00289,"Кольцо стопорное d47,5 гайки трубы картер",,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ДВ-00396,Пыльник маховика 2108,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00486,Шатун Лада-Приора (за 1 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00396,Набор тяги газа 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01434,11210JD20B NISSAN Передняя опора ДВС J1,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00142,Шайба стопорная фигурная М 8 д.,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00491,Шайба перед. шарнира 2110 (растяжки),,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00900,Заглушка Веста большая (овал),,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
КГ-00158,Втулка распорная пром. вала УАЗ (стар. об,,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
КГ-00417,Втулка соед. глушит. ГАЗ-3302 Евро-3 в сб,,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
КГ-00482,Шпилька М20*60*1.5 перед. кр-на реакт. шт,,,0,MANUAL_REVIEW,no_match|studs|studs,studs,Категория и подкатегория не определены правилами.,,,
КГ-01292,Клапан обратный д.6 метал.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00066,Запор бардачка 2105-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00566,"Вставка рем. под хомут с гайкой под л/з,",,,0,MANUAL_REVIEW,no_match|clamps|clamps,clamps,Категория и подкатегория не определены правилами.,,,
КР-00575,Соединитель труб под хомут СВД TRS4545,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00576,Соединитель труб под хомут СВД TRS4550,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00577,Соединитель труб под хомут СВД TRS5050,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00578,Соединитель труб под хомут СВД TRS5055,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00579,Соединитель труб под хомут СВД TRS5060,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00580,Соединитель труб под хомут СВД TRS5555,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00581,Соединитель труб под хомут СВД TRS5560,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00582,Соединитель труб под хомут СВД TRS6060,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
КР-00649,Трапеция ст. очистителя Нива Урбан в сб.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПГ-00395,"К-т подшип. моста ТИМКЕН УАЗ (7510,127509,102304,57707)",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00309,Рем.к-т кнопки бардачка Г-3302 Б+ (ниж.),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00908,Тяга реактивная ЗИЛ-131,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00530,"Болт М12*70*1,5 (10,9) с фланцем,конус",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00576,"Болт М12*75*1,5 (10,9) с фланцем, конус",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00584,"Болт М12*90*1,5 (10,9) с фланцем, конус",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00733,"Болт М12*100*1,5 (10,9) с фланцем, конус",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КР-00217,Ремкомплект заднего замка 2108,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
Р-00076,К-т патрубков Зил-130,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00045,Кольца Кострома Приора 82.0,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
А-01728,"Уплотнитель стекол на иномарки, УАЗ 1 м",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00167,Постель в сборе 2101-07 Ростов,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00185,Трубка опрыскивателя,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
КР-00427,Крючок бардачка Приора,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00274,Рем.к-т приемной трубы УАЗ-469,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00736,Кронштейн зад. опоры двиг. X-RAY/Ларгус дв. ВАЗ до 03.2020 г. 845020024,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00737,Кронштейн зад. опоры двиг. X-RAY/Ларгус дв. ВАЗ с 03.2020 г. 845091514,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00379,Набор блока педалей 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00468,Болт М8*20 с фланцем пальца суп. ГАЗЕЛЬ,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-01001,"Болт М18*65*1,5 топл. бака, рамы МАЗ",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-01061,"Болт креп. клап. кр. МАЗ М10х145х1,5",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
О-00055,Стекло повторителя УАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
О-00748,Стекло повторителя УАЗ № 101,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01235,Полукольцо КАМАЗ коленв. (4 шт) бронз. Р,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01236,Полукольцо КАМАЗ коленв. (4 шт) бронз. Р,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01237,Полукольцо КАМАЗ коленв. (4 шт) бронз. Р,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00089,Пробка коробки ВАЗ сливная,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
РДГ-00016,Запор форточек УАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
А-01475,Привод замка усиленный (12 кг),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00514,Втулки клапанов 2101-08 латунь,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00693,"Кольца СТК Приора 82,5",,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00202,Удлинитель коробки 2140,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01003,Штуцер-соединитель трубок для иномарок,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
РДГ-00153,Ручка люка крыши Газель 2705,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00821,Комплект втулок башмака балансира КАМАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00202,Манжет подкачки колес КАМАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00152,Замок форточки Зил-130 лев./прав.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00256,Рем.к-т ГУРА ЗИЛ-130 (завод),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00622,Замок заднего сидения Калина 1118 (к-т 2 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00899,Бачок масляного ГУРа ГАЗ-3302 Бизнес,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01140,Кольцо манжеты (050),,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ДВ-00614,Регулятор давления топлива 2110,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00581,Рем. к-т коллектора 406 дв.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00476,К-т передних стоек ЛАДА-Гранта 2190,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00300,Гидрокомпенсаторы ВАЗ 16-клап. дв. (импор,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00440,Кожух руля Приора,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00193,Тяги средние Трек 2101-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00040,Шруз внутр. левый Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00217,"Патрубок сапуна Шевроле-Ланос,Дэу",,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
К-00149,Сапун коробки ВАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00424,Тяги реактивные Нива н. обр. (регулируемы,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00529,Промвал Нива н. обр. усилен. (на крестовине),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00049,Клапаны 2112 16 кл. к-т SM,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00176,Кольца гильз КАМАЗ,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХСГ-01057,Втулки балансира КАМАЗ (к-т),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00134,Ручка внутренняя задняя Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00444,Промвал Нива на крестовине,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00190,Пыльник колес Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00454,Пыльник дисков Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00437,Кольца кострома ВАЗ,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
Б-00004,Буфер перед. н/о 3 2803010-53205,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00457,Набор стопоров коробки 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00855,30812ASAM Регулятор х/х Renault Logan/S,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00375,Скоба троса воздушной заслонки,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00287,Насадка на шланг подкачки,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
РДГ-00065,Тройник ручки УАЗ,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
Г-00235,Заменитель коллектора 8кл. инж.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
Г-00236,Заменитель коллектора 16 кл. инж.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00042,Регулятор клапанов 2101-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00133,Пыльник ремня 2105,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00172,Втулки масляного привода,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00183,Пыльник ремня 2108-09,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00361,Кожух печки 2108 (к-т 2 шт),,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ДВ-00383,"Кольца н. обр. ""Прагматик"" (Ярославль)",,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ДВ-00556,Трубка натяжителя Шеви н. обр.,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
ДВ-00720,К-т клапанов ВАЗ 11182 (8 кл) дв. 90 л/с,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00742,"Маховик Веста, X-RAY дв. 1.8 21176-100511500",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00342,Гайка трамблера 2141,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00404,Тяга реактивная 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00484,Т36398 Натяжитель ремня приводного FORD F,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00804,Трубки для иномарок - 60 см,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00995,СВ-Р 9945 Опора переднего привода,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01101,Трубки для иномарок 20 см,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01102,Трубки для иномарок 30 см,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-01527,MLS-199 Шпилька для грузовика,,,0,MANUAL_REVIEW,no_match|studs|studs,studs,Категория и подкатегория не определены правилами.,,,
К-00154,Направляющая втулки коробки ВАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00192,Стопор гаек приёмной трубы ВАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00585,Шайба регулировочная перед. шарнира 2108,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00707,Болты на реактивные тяги Нива в сборе,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00473,Болт М10*60*1.5 мм кр.-на передней опоры,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00502,Кольцо стопорное d=58 для отв. рул. редук,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
КГ-00730,Гайка М27х1.5 шпильки балансира зад. подв,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01168,Подушка охладителя надува Г-3302 NEXT (дв. Камминс 2.8),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00065,Тяга замка внутрен.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00250,"Крюк буксировочный Веста, X-RAY",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
О-00191,Стекло пер. Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ОК-00117,Патрубок подогрева Ока-Таврия,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
ПСГ-00310,Рем. к-т выпускного коллектора 406-405 дв.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00550,Лента крепления б/бака Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00003,"Рем.к-т подъёмника ЗИЛ 4-х шток., силикон",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00034,Манжеты ускорителя ГАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00201,Рем.к-т дополнительного мотора ГАЗ-3302,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00257,Рем.к-т бардачка Газель ст. обр.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00079,"Ручки бокового окна ""Соболь""",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00094,"Механизм замка дв. Г-2705, 3302 Б+ лев. н/о Чехия",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00123,"Ручка центрального переключателя света ГАЗ-2410, 3302",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00145,Ручка центр. переключателя света ГАЗ-311,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00199,"Замок зад. борта УАЗ-Pickup (к-т: лев.,",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00263,Ручка замка ящика вещевог7о Г-3302 Б+,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00264,Ручка замка ящика вещевого Г-3302 NEXT,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00063,Стакан отбойника Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00222,Подушка двиг. 2112 верх. в сборе н/о,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
