shopCode,name,proposedCategory,proposedSubcategory,confidence,status,group,detectedFamily,explanation,correct,correctCategory,reviewerComment
ХС-00338,Комплект реактивных тяг 2101-07 (Севи),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00441,Набор шайб из 2-х штук Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00574,Кольцо ШРУЗА 2108 (наружное),,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХСГ-00364,Бачок маслян. ГУРа ГАЗ-3110 (метал.),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00743,Гл. пара дифференциала УАЗ-Хантер дв.409,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00744,Гл. пара дифференциала УАЗ-Хантер дв.421,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00773,Пальцы реактивные КАМАЗ н. обр.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01394,Кольцо стопорное штанги реактивной (под ШС-50) 1Б75 МАЗ,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХС-00324,Маятник Шеви Нива 2123,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00175,Кран печки 2108 (Керамика),,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
РГ-00270,Рем.к-т приемной трубы УАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00273,Рем.к-т приемной трубы УАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00275,Рем.к-т приемной трубы УАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00183,Замок дв. кабины ГАЗ-3302 NEXT левый,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РДГ-00184,Замок дв. кабины ГАЗ-3302 NEXT правый,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00782,К-т шайб дифференциала ЗИЛ-Бычок,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00223,Кольца ВАЗ СТК,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХС-00060,Сошка маятника Нива 2121,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00061,Сошка маятника Нива 21213,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00204,Балка задняя Нива,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00398,Балка передняя Нива 2121-21213,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00640,К-т трубок печки Ларгус (к-т из 2-х шт),,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ОК-00152,Кольцо стопорное внутр. большое,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХСГ-00681,"Кроншт. крепл. стабил. зад. ГАЗ-3302, 27",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00479,Тонннель пола Приора 2170 (за 2 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01288,Кронштейн КАМАЗ реактивной штанги перед. КМД 5320-2919090,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00491,Комплект распред.валов 16 кл. дв. (за 2 ш,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00185,Болт механизма натяж. ремня верх. (дв. Ка,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
ХСГ-00365,Бачок маслян. ГУРа ГАЗ-3110 (пластм.),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01046,Втулка-бочонок МАЗ-5516 д.45,,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
КР-00343,Замок вещевого ящика Ваз 2110,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00344,Замок вещевого ящика Ваз 2115,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00232,Рем.к-т подъёмника МАЗ-5551,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ПСГ-00624,Рем. к-т коллектора дв.274 Иватек,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00114,Болт опоры замка 2108,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КР-00160,Замки в сборе 2102,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00495,Рем. комплект зад. балки 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00298,Рем.к-т блока педалей Газель,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00125,"Трубка рампы Гранта пластм., 1 шт",,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
ДВ-00679,Пластина установки клап. 2101-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00177,Крышка воздухоочистителя 2141,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
К-00055,Скоба трамблера ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|ignition_distributor|ignition-distributor,ignition_distributor,Категория и подкатегория не определены правилами.,,,
К-00057,Скоба печки ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
К-00088,Стопор газовой тяги ВАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00106,Болт реактивных тяг длинный,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
К-00129,Уголёк трамблера ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|ignition_distributor|ignition-distributor,ignition_distributor,Категория и подкатегория не определены правилами.,,,
К-00130,Скоба трамблера ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|ignition_distributor|ignition-distributor,ignition_distributor,Категория и подкатегория не определены правилами.,,,
К-00279,Шпилька ремонтная распред. вала 2101-07,,,0,MANUAL_REVIEW,no_match|studs|studs,studs,Категория и подкатегория не определены правилами.,,,
ОК-00108,Ремкомплект трамблера,,,0,MANUAL_REVIEW,no_match|ignition_distributor|ignition-distributor,ignition_distributor,Категория и подкатегория не определены правилами.,,,
РГ-00233,"Рем.к-т РДВ МАЗ, КРАЗ",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01113,Шайба регулировки хвостовика УАЗ редук.,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
ХСГ-01233,Башмак баланс КАМАЗ-6520,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01289,Подушка КАМАЗ-53215 стабилиз. D32мм,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01345,Проставка-расширитель колеи УАЗ 25мм (устан. к-т),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00235,Кольца ВАЗ MAHLE,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ХСГ-00781,К-т шайб дифференциала ЗИЛ-130,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00143,Крышка бачка омывателя 2108,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
ХС-00154,Балка перед. 2110,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00504,Кольцо стопорное d=30 для отв. вала рул.,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ДВ-00457,Контролер Приора,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00946,Гайка коромысел Г-3302 NEXT (дв. Камминс,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
РДГ-00224,Крышка бачка Гура КАМАЗ,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
КР-00428,Крючок бардачка Калина,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-01321,Шпильки колёс ГАЗ-3307,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00302,Рем.к-т Гура Валдай,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
РГ-00307,Рем.к-т центрифуги МАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00409,"К-т перед. стоек 2108 (SS-20,за 2 шт)",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00410,"К-т перед. стоек 2110 (SS-20, за 2 шт)",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00003,Втулка балансира КАМАЗ,,,0,MANUAL_REVIEW,no_match|bushings|bushings,bushings,Категория и подкатегория не определены правилами.,,,
ПСГ-00622,Рем. к-т коллектора 4216,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ИН-00288,29752F [N90765301] кольцо уплотнит. сист,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
К-00001,Гайка м 8 сапуна ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
Р-00046,Кран прицепа грузовой,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
А-01363,"Накладки фар верхн. Приора, 2 шт",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00496,"Коллектор реверс 16 кл. дв., дв. 1.6",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00617,"Кольца ВАЗ - 76,5",,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
ДВ-00624,Поддон Гранта 21902 (алюм.),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00645,К-т трубок кондиционера Калина после 2015,,,0,MANUAL_REVIEW,no_match|conditioner_parts|conditioner-parts,conditioner_parts,Категория и подкатегория не определены правилами.,,,
ДВ-00723,Соединитель воздушных шлангов 2107 инж.,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
ДВ-00724,Соединитель воздушных шлангов 21214 инж.,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00150,Подушка коробки 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00727,Болт шатунный Калина,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00067,"Шпилька поддона ГАЗ, УАЗ с гайкой",,,0,MANUAL_REVIEW,no_match|studs|studs,studs,Категория и подкатегория не определены правилами.,,,
КГ-00295,Стопор ( 1 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00296,Гайка М20*1.5 хвостовика Волга н. обр.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-00394,Гайка М16*1.5 коронч. (прав.резьбы)вала н,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-00801,Палец М10х30 педали акселератора 260058,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00890,Болт звездочки р/вала Г-3302 (дв. Камминс,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00910,"Кронштейн противотуманок Газель-Бизнес, 1",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-01264,"Пробка 24*12*1,5 с магнитом",,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
КР-00019,Отвод печки бол.,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
КР-00033,Отвод печки мал.,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
КР-00525,Лючок б/бака ВАЗ 2114,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00547,Трубка печная большая 2101-07 (завод),,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
КР-00548,Трубка печная малая 2101-07 (завод),,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
КР-00600,Лючок б/бака ВАЗ 2115,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00674,Рем.комплект маятника СобольЗМЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00690,Маятник ЛУАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01106,Пластина КАМАЗ крестовины стопорная,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00237,Картридж перед. стоек 2108 (за 1 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00122,Ось педали ГАЗ-3302,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00138,Крышка масл. горловины,,,0,MANUAL_REVIEW,no_match|caps_plugs|caps-plugs,caps_plugs,Категория и подкатегория не определены правилами.,,,
КР-00252,Тросы печки 2114 (к-т),,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
КР-00312,"Тросы печки 21083 (к-т, 3 шт)",,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ДВ-00048,Трубка бензиновая 2108 (обратки),,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
КГ-00176,Шпилька коренных шеек ГАЗ-2410,,,0,MANUAL_REVIEW,no_match|studs|studs,studs,Категория и подкатегория не определены правилами.,,,
КР-00463,Лента крепления бака 2110 (2 шт),,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-00675,Кронштейн крепл. муфты подв. ГАЗ-3302 (н,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00303,Кольцо стопорное пром. вала УАЗ,,,0,MANUAL_REVIEW,no_match|rings|rings,rings,Категория и подкатегория не определены правилами.,,,
РГ-00293,Рем.к-т подъемника ЗИЛ № 55102,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00435,К-т перед. стоек Гранта,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00612,Синхронизатор в сборе 2141 5-ой передачи,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
А-02427,Сигнал Вымпел S-105 зад. хода,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00313,Ремкомплект натяжителя цепи 2101-07,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00405,Рампа форсунок дв. 1.6 16 кл.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00386,Болт задней балки 2108-09 М12х91,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00989,Болт крышки натяж. цепи Г-3302 (дв. Камми,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КР-00641,К-т трубок печки Веста (к-т из 2-х шт),,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ПСГ-00623,"Рем. к-т коллектора NEXT 2,8",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00151,Гайка стоек 2108-2110 перед.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01303,"К-т установочный УАЗ-469,3151",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00245,Переходник маслян. ВАЗ,,,0,MANUAL_REVIEW,no_match|fittings|fittings,fittings,Категория и подкатегория не определены правилами.,,,
А-02202,"Ручки 2106 перед. н/о, 2 шт",,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ЗЧМ-00274,Редукционный клапан 2141,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
К-00023,Шайба М 8 д. постели ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00049,Шайба развала ВАЗ 08-09,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00059,Шайба развала ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
КГ-00121,Гайка М45 сошки ГУРа 4310,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-00259,Болт М8Х38*1.25мм передней крышки 406 дв.,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
РГ-00284,Рем.к-т коллектора 406 дв.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00732,Реверс пластиковый ВАЗ 2111-1008600-02,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХС-00289,Ось задняя 2108 в сборе,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КР-00414,Печка в сборе 2110,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ДВ-00641,Трубки кондиционера Нива 2123 ст. обр. (к,,,0,MANUAL_REVIEW,no_match|conditioner_parts|conditioner-parts,conditioner_parts,Категория и подкатегория не определены правилами.,,,
ДВ-00685,Комплект трубок кондиционера Веста,,,0,MANUAL_REVIEW,no_match|conditioner_parts|conditioner-parts,conditioner_parts,Категория и подкатегория не определены правилами.,,,
К-00030,Шайба вентилятора ВАЗ 01-07,,,0,MANUAL_REVIEW,no_match|washers|washers,washers,Категория и подкатегория не определены правилами.,,,
К-00612,Набор пистонов Шеви Нива 2123,,,0,MANUAL_REVIEW,no_match|body_clips|body-clips,body_clips,Категория и подкатегория не определены правилами.,,,
КР-00334,Печка в сборе 2108,,,0,MANUAL_REVIEW,no_match|heater_parts|heater-parts,heater_parts,Категория и подкатегория не определены правилами.,,,
ОК-00102,Кронштейн передней опоры,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ДВ-00603,Трубка пластмассовая Лада-Гранта 2190,,,0,MANUAL_REVIEW,no_match|hoses|hoses,hoses,Категория и подкатегория не определены правилами.,,,
ХСГ-00261,Стремянки Зил задн.,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
ХСГ-01180,Бак масляный ГУР МАЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00041,Гайка М10 шаг 1.5 простая,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-00330,"Болт М20*160*1,5 башмака балансира",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00347,Болт М16*60*1.5 буксиров уст-ва,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00348,Болт М16*55*1.5 буксиров уст-ва,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00361,Болт М14*75*1.5 чашки дифф-ла,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00372,Болт М14*32*1.5 буксирного устр-ва,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00538,Гайка М10*1.5 глухая,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-00567,Гайка М12х1.75 мед.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01045,Гайка М12х1.25 с нейл.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01071,Гайка М12х1.5 с нейл.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01174,"Гайка М16х1,5 нейл.",,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01238,Гайка М12*35*1.75 удлиняющ.,,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
КГ-01383,"Гайка М14х1,5 с нейлоном",,,0,MANUAL_REVIEW,no_match|nuts|nuts,nuts,Категория и подкатегория не определены правилами.,,,
РГ-00271,Рем.к-т приемной трубы УАЗ дв. УМЗ,,,0,MANUAL_REVIEW,no_match|other|other,other,Категория и подкатегория не определены правилами.,,,
КГ-00021,Болт сапун,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00192,Болт М12*50*1.5 (10.9),,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00293,Болт М14*65*1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00336,Болт М8*12*1.25,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00339,Болт М18*40*1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00345,Болт М16*90*1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00552,Болт М12*115*1.75,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00661,"Болт М20*120*2,5",,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00662,Болт М20*125*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00663,Болт М20*130*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00664,Болт М20*140*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00665,Болт М20*50*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00666,Болт М20*55*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00667,Болт М20*60*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00668,Болт М20*80*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00670,Болт М20*95*2,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00692,Болт М14х30х1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00695,Болт М10х32х1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00698,Болт М12*65*1.5 (10.9),,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
КГ-00750,Болт М16х30х1.5,,,0,MANUAL_REVIEW,no_match|bolts|bolts,bolts,Категория и подкатегория не определены правилами.,,,
